Captain's name,Crew deaths during voyage,Crew at first landing of captives,Crew at voyage outset,Date vessel departed with captives,Date vessel departed for homeport,Display in compact mode,Date vessel arrived with captives,First place where captives were landed,First place where captives were purchased,Guns mounted,Cargo,Year of arrival at port of disembarkation,"Voyage duration, homeport to disembarkation (in days)",Place where vessel's voyage began,Principal place where captives were purchased,Principal place where captives were landed,Total embarked,Total disembarked,Captive deaths during crossing,Percentage of captives who died during crossing,Captive Background,Flag of vessel,Percent boys,Percent children,Percent girls,Percent males,Percent men,Percent women,Sterling cash price in Jamaica,Duration of captives' crossing (in days),Flag of vessel.1,Captives carried from 1st port,Captives carried from 2nd port,Captives carried from 3rd port,Captives landed at 1st port,Captives landed at 2nd port,Captives landed at 3rd port,Captives intended to be purchased at 1st place,Outcome of voyage for owner,Outcome of voyage if ship captured,Outcome of voyage for captives,Particular outcome of voyage,Vessel owner,Place where vessel's voyage ended,Places of call before Atlantic crossing,Place registered,Year registered,Resistance,Rig or type of vessel,Show advanced variables in search filters,Second place where captives were landed,Second place where captives were purchased,Vessel name,Date captive embarkation began,Source of data,Third place where captives were landed,Third place where captives were purchased,Tonnage,Standardized tonnage,Captives arrived at 1st port,Total embarked.1,Place constructed,Date vessel's voyage began,Date vessel arrived at homeport,Voyage ID,Year constructed,VOYAGEID2
"Elliott, Adam",20.0,,58.0,,,,1807-08-27T00:00:00Z,,,,,1807.0,336.0,,,,310.0,279.0,,,,Great Britain,,,,,,,,,Great Britain,,,,,,,324.0,Original goal thwarted (natural hazard),Natural hazard,Slaves disembarked in Americas,Condemned - Americas after disembarkation,"Litt, William Peatt<br/> Hart, John<br/> Hofman, John<br/> Harrison, Greg",,,,,,Ship,,,,Columbus,,"LR1807<><i>Lloyd's Register of Shipping</i>, 1764, 1768, 1776, 1778-84, 1786-1787, 1789-1808 (all published in London)., BT98/68,99<><p><em>BNA</em> (Kew, London)</p>, Board of Trade, ADM7/375<><p><em>BNA</em> (Kew)</p>, LiverpoolDirectory,97-100<><i>Gore's Directory</i> (Liverpool, 1807)., LList, 23 Oct 1807<><p><em>New Lloyd's List</em> (later, Lloyd's List), (London, England)</p>, LList, 13 Nov 1807<><p><em>New Lloyd's List</em> (later, Lloyd's List), (London, England)</p>, MMM, C/EX/L/5/5,1804.116<>Merseyside Maritime Museum, Liverpool Registers of Merchant Ships, Subsidiary Register Books",,,363.0,363.0,,,10464.0,1806-09-25T00:00:00Z,,80873,1793.0,
"Hughes, John<br/> Phillips, John",23.0,,41.0,,,,1788-09-08T00:00:00Z,,,,,1788.0,348.0,,,,359.0,328.0,,,,Great Britain,,,,,,,,,Great Britain,,,,,,,400.0,Delivered slaves for original owners,Not captured,Slaves disembarked in Americas,Voyage completed as intended,"Backhouse, John<br/> Kilvington, John<br/> Hughes, John<br/> Rutson, William<br/> Gardner, Henry<br/> Pole, Charles<br/> Hodgson, John<br/> Hodgson, Thomas (Jr)<br/> Butler, Henry",,,10432.0,1787.0,,Ship,,,,Tartar,,"LR1789<><i>Lloyd's Register of Shipping</i>, 1764, 1768, 1776, 1778-84, 1786-1787, 1789-1808 (all published in London)., BT98/49,28<><p><em>BNA</em> (Kew, London)</p>, Board of Trade, Add.mss,38416,ff.1-2<><p><em>British Library, Additional Manuscripts</em> (London, UK)</p>, PP,1789(629),XXIV<>Great Britain, <i>Parliamentary Papers</i>:  1777, Accounts and Papers, No 9 1788, XXII  1789, XXIV, XXV, XXVI 1790, XXIX, XXX, XXXI 1790-91, XXXIV 1792, XXXV 1795-96, XLII  1798-99, XLVIII 1799 XLVIII 1801-2, IV  1803-4, X 1806, XII 1813-14, XII 1816, VII 1823, XIX 1825, XXVII, XXIX  1826, XXIX 1826-7, XXII, XXVI 1828, XXVI 1829, XXVI  1830, X 1831, XIX 1831-32, XLVII 1842, XLIV 1845,XLIX 1847-8, XXII 1852-3, XXXIX, craig,102-03<>Craig, Robert and Rupert Jarvis, <i>Liverpool Registry of Merchant Ships</i> (Manchester, 1967)., LList, 24 Oct 1788<><p><em>New Lloyd's List</em> (later, Lloyd's List), (London, England)</p>, LList, 9 Jan 1789<><p><em>New Lloyd's List</em> (later, Lloyd's List), (London, England)</p>",,,190.0,190.0,,,10432.0,1787-09-26T00:00:00Z,1789-01-08T00:00:00Z,83726,1772.0,
"McQuie, Peter",40.0,,49.0,,,,,,,,,1796.0,,,,,375.0,344.0,,,,Great Britain,,,,,,,,,Great Britain,,,,,,,370.0,Original goal thwarted (human agency),African,Slaves disembarked in Americas,"Captured by slaves, recaptured and landed slaves in the Americas","Clarke, Thomas<br/> Aspinall, John Bridge<br/> Aspinall, James",,,,,Slave insurrection,Ship,,,,Thomas,,"LR1797<><i>Lloyd's Register of Shipping</i>, 1764, 1768, 1776, 1778-84, 1786-1787, 1789-1808 (all published in London)., BT98/63,144<><p><em>BNA</em> (Kew, London)</p>, Board of Trade, PP,1806(265),XIII,no.1<>Great Britain, <i>Parliamentary Papers</i>:  1777, Accounts and Papers, No 9 1788, XXII  1789, XXIV, XXV, XXVI 1790, XXIX, XXX, XXXI 1790-91, XXXIV 1792, XXXV 1795-96, XLII  1798-99, XLVIII 1799 XLVIII 1801-2, IV  1803-4, X 1806, XII 1813-14, XII 1816, VII 1823, XIX 1825, XXVII, XXIX  1826, XXIX 1826-7, XXII, XXVI 1828, XXVI 1829, XXVI  1830, X 1831, XIX 1831-32, XLVII 1842, XLIV 1845,XLIX 1847-8, XXII 1852-3, XXXIX, PP,1801-2(88),IV,no.1<>Great Britain, <i>Parliamentary Papers</i>:  1777, Accounts and Papers, No 9 1788, XXII  1789, XXIV, XXV, XXVI 1790, XXIX, XXX, XXXI 1790-91, XXXIV 1792, XXXV 1795-96, XLII  1798-99, XLVIII 1799 XLVIII 1801-2, IV  1803-4, X 1806, XII 1813-14, XII 1816, VII 1823, XIX 1825, XXVII, XXIX  1826, XXIX 1826-7, XXII, XXVI 1828, XXVI 1829, XXVI  1830, X 1831, XIX 1831-32, XLVII 1842, XLIV 1845,XLIX 1847-8, XXII 1852-3, XXXIX, Williams,350-54,592-93<>Williams, Gomer, <i>History of the Liverpool Privateers and Letters of Marque with an Account of the Liverpool Slave Trade</i> (London, 1897)., kg, 28 Oct-4 Nov 1797<><i>Royal Gazette (Kingston)</i>, LList, 15 Dec 1797<><p><em>New Lloyd's List</em> (later, Lloyd's List), (London, England)</p>, LList, 12 June 1798<><p><em>New Lloyd's List</em> (later, Lloyd's List), (London, England)</p>, MMM, C/EX/L/5/3,1796.129<>Merseyside Maritime Museum, Liverpool Registers of Merchant Ships, Subsidiary Register Books",,,236.0,236.0,,375.0,10430.0,1796-12-13T00:00:00Z,,83783,1795.0,
"Shimmins, Radcliffe<br/> Brine",20.0,,63.0,1793-10-11T00:00:00Z,1794-01-30T00:00:00Z,,1793-11-22T00:00:00Z,,,,,1793.0,202.0,,,,435.0,410.0,25.0,0.06,,Great Britain,,,,0.62683,,,,42.0,Great Britain,,,,,,,436.0,Delivered slaves for original owners,Not captured,Slaves disembarked in Americas,Voyage completed as intended,"Tarleton, John<br/> Backhouse, Daniel<br/> Tarleton, Thomas",,,,,,Ship,,,,Toms,1793-07-28T00:00:00Z,"LR1794<><i>Lloyd's Register of Shipping</i>, 1764, 1768, 1776, 1778-84, 1786-1787, 1789-1808 (all published in London)., BT98/54,192<><p><em>BNA</em> (Kew, London)</p>, Board of Trade, PP,1795-6(849),XLII<>Great Britain, <i>Parliamentary Papers</i>:  1777, Accounts and Papers, No 9 1788, XXII  1789, XXIV, XXV, XXVI 1790, XXIX, XXX, XXXI 1790-91, XXXIV 1792, XXXV 1795-96, XLII  1798-99, XLVIII 1799 XLVIII 1801-2, IV  1803-4, X 1806, XII 1813-14, XII 1816, VII 1823, XIX 1825, XXVII, XXIX  1826, XXIX 1826-7, XXII, XXVI 1828, XXVI 1829, XXVI  1830, X 1831, XIX 1831-32, XLVII 1842, XLIV 1845,XLIX 1847-8, XXII 1852-3, XXXIX, T64/286,36<><p><em>British National Archives</em> (Kew, UK) Treasury</p>, HLRO,MP,HL,94.03.22<><i>House of Lords Record Office</i> (London, UK) Main Papers, House of Lords, 1794-1800, HLRO,MP,HL,99.06.28,no.7<><i>House of Lords Record Office</i> (London, UK) Main Papers, House of Lords, 1794-1800, HLRO,MP,HL,1800.07.28<><i>House of Lords Record Office</i> (London, UK) Main Papers, House of Lords, 1794-1800, LList, 10 Jan 1794<><p><em>New Lloyd's List</em> (later, Lloyd's List), (London, England)</p>, LList, 7 Mar 1794<><p><em>New Lloyd's List</em> (later, Lloyd's List), (London, England)</p>",,,302.0,302.0,414.0,435.0,20902.0,1793-05-04T00:00:00Z,1794-03-05T00:00:00Z,83822,1780.0,
"Morrison, Alexander",45.0,,59.0,,,,,,,,,1803.0,,,,,,,,,,Great Britain,,,,,,,,,Great Britain,,,,,,,346.0,Original goal thwarted (natural hazard),Natural hazard,Slaves disembarked in Africa or Europe,"Shipwrecked or destroyed, before slaves embarked","Case, George",,,,,,Ship,,,,Victory,,"LR1800<><i>Lloyd's Register of Shipping</i>, 1764, 1768, 1776, 1778-84, 1786-1787, 1789-1808 (all published in London)., BT98/69,62<><p><em>BNA</em> (Kew, London)</p>, Board of Trade, PP,1806(265),XIII,no.1<>Great Britain, <i>Parliamentary Papers</i>:  1777, Accounts and Papers, No 9 1788, XXII  1789, XXIV, XXV, XXVI 1790, XXIX, XXX, XXXI 1790-91, XXXIV 1792, XXXV 1795-96, XLII  1798-99, XLVIII 1799 XLVIII 1801-2, IV  1803-4, X 1806, XII 1813-14, XII 1816, VII 1823, XIX 1825, XXVII, XXIX  1826, XXIX 1826-7, XXII, XXVI 1828, XXVI 1829, XXVI  1830, X 1831, XIX 1831-32, XLVII 1842, XLIV 1845,XLIX 1847-8, XXII 1852-3, XXXIX, LList, 27 Sept 1803<><p><em>New Lloyd's List</em> (later, Lloyd's List), (London, England)</p>, MMM, C/EX/L/5/4,1800.053<>Merseyside Maritime Museum, Liverpool Registers of Merchant Ships, Subsidiary Register Books",,,384.0,384.0,,,80709.0,1803-09-20T00:00:00Z,,83969,1798.0,
"Rimmer, James",22.0,,58.0,,1775-07-30T00:00:00Z,,1775-01-01T00:00:00Z,,,4.0,,1775.0,,,,,352.0,287.0,,,,Great Britain,,,,,,,,,Great Britain,,,,,,,350.0,Delivered slaves for original owners,Not captured,Slaves disembarked in Americas,Voyage completed as intended,"James, William<br/> Evans, George",,,10432.0,1771.0,,Ship,,,,Hawke,,"LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992)., BT6/3,126v<><p><em>BNA</em> (Kew, London)</p>, Board of Trade, LList, 15 Aug 1775<><p><em>New Lloyd's List</em> (later, Lloyd's List), (London, England)</p>, BT98/35,314<><p><em>BNA</em> (Kew, London)</p>, Board of Trade, LList, 19 Sept 1775<><p><em>New Lloyd's List</em> (later, Lloyd's List), (London, England)</p>",,,100.0,182.3,,,10432.0,1774-05-09T00:00:00Z,1775-09-08T00:00:00Z,91738,1771.0,
"Hughes, Joseph",34.0,,47.0,,1773-07-21T00:00:00Z,,1773-06-14T00:00:00Z,,,0.0,,1773.0,367.0,,,,186.0,165.0,,,,Great Britain,,,,,,,,,Great Britain,,,,,,,200.0,Delivered slaves for original owners,Not captured,Slaves disembarked in Americas,Voyage completed as intended,"James, William",,,10432.0,1771.0,,Brig,,,,Hazard,,"LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992)., Donnan,IV,454<><p>Donnan, Elizabeth, ed., <em>Documents Illustrative of the History of the Slave Trade to the Americas, vol. III</em> (Washington, DC, 1930)</p>, BT6/3,123v<><p><em>BNA</em> (Kew, London)</p>, Board of Trade, LList, 10 Sept 1773<><p><em>New Lloyd's List</em> (later, Lloyd's List), (London, England)</p>, BT98/33,252<><p><em>BNA</em> (Kew, London)</p>, Board of Trade",,,80.0,146.3,165.0,,10432.0,1772-06-12T00:00:00Z,1773-09-05T00:00:00Z,91760,1767.0,
"Charles, John<br/> Kay, John",20.0,,30.0,,1774-02-04T00:00:00Z,,1773-10-11T00:00:00Z,,,6.0,,1773.0,403.0,,,,224.0,183.0,,,,Great Britain,,,,,,,,,Great Britain,,,,,,,200.0,Delivered slaves for original owners,Not captured,Slaves disembarked in Americas,Voyage completed as intended,"Woodville, William<br/> Prichard, John<br/> Fletcher, Thomas",,,10432.0,1771.0,,Ship,,,,Harriet,,"LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992)., CO152/33,18<><p><em>BNA</em> (Kew)</p>, LList, 21 Dec 1773<><p><em>New Lloyd's List</em> (later, Lloyd's List), (London, England)</p>, BT6/3,124<><p><em>BNA</em> (Kew, London)</p>, Board of Trade, BT98/34,176<><p><em>BNA</em> (Kew, London)</p>, Board of Trade",,,90.0,164.3,183.0,,10432.0,1772-09-03T00:00:00Z,1774-03-25T00:00:00Z,91770,1767.0,
"Patrickson, Thomas<br/> Kirby, Christopher",41.0,16.0,62.0,,1774-03-23T00:00:00Z,,,,,4.0,,1772.0,,,,,352.0,287.0,,,,Great Britain,,,,,,,,,Great Britain,,,,,,,350.0,Delivered slaves for original owners,Not captured,Slaves disembarked in Americas,Voyage completed as intended,"James, William",,,10432.0,1771.0,,Ship,,,,Captain,,"LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992)., BT98/34,343<><p><em>BNA</em> (Kew, London)</p>, Board of Trade, LList, 4 Mar 1774<><p><em>New Lloyd's List</em> (later, Lloyd's List), (London, England)</p>, BT6/3,124<><p><em>BNA</em> (Kew, London)</p>, Board of Trade",,,140.0,254.3,,,10432.0,1772-12-23T00:00:00Z,1774-06-09T00:00:00Z,91798,1762.0,
"Butler, Tobias",25.0,,31.0,,1774-03-01T00:00:00Z,,1773-12-05T00:00:00Z,,,6.0,,1773.0,520.0,,,,185.0,151.0,,,,Great Britain,,,,,,,,,Great Britain,,,,22.0,0.0,0.0,200.0,Delivered slaves for original owners,Not captured,Slaves disembarked in Americas,Voyage completed as intended,"James, William<br/> Evans, George",,,10432.0,1772.0,,Ship,,,,Sisters,,"LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992)., BT6/3,123v<><p><em>BNA</em> (Kew, London)</p>, Board of Trade, BT98/34,161<><p><em>BNA</em> (Kew, London)</p>, Board of Trade, LList, 24 July 1772<><p><em>New Lloyd's List</em> (later, Lloyd's List), (London, England)</p>, LList, 22 Feb 1774<><p><em>New Lloyd's List</em> (later, Lloyd's List), (London, England)</p>, LList, 8 Feb 1774<><p><em>New Lloyd's List</em> (later, Lloyd's List), (London, England)</p>, LList, 4 Mar 1774<><p><em>New Lloyd's List</em> (later, Lloyd's List), (London, England)</p>, LList, 29 Apr 1774<><p><em>New Lloyd's List</em> (later, Lloyd's List), (London, England)</p>",,,70.0,128.3,151.0,,10432.0,1772-07-03T00:00:00Z,1774-04-22T00:00:00Z,91868,1766.0,
"McVicar, Duncan",27.0,,47.0,,1775-06-25T00:00:00Z,,,,,8.0,,1774.0,,,,,352.0,287.0,,,,Great Britain,,,,,,,,,Great Britain,,,,,,,500.0,Delivered slaves for original owners,Not captured,Slaves disembarked in Americas,Voyage completed as intended,"James, William<br/> Nottingham, Alex<br/> Slater, Gill<br/> Grayson, Edward<br/> Dunn, Thos Spencer",,,10432.0,1772.0,,Ship,,,,Tartar,,"LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992)., BT6/3,126v<><p><em>BNA</em> (Kew, London)</p>, Board of Trade, BT98/36,36<><p><em>BNA</em> (Kew, London)</p>, Board of Trade, LList, 8 Aug 1775<><p><em>New Lloyd's List</em> (later, Lloyd's List), (London, England)</p>",,,150.0,272.3,,,10432.0,1774-04-10T00:00:00Z,1775-07-28T00:00:00Z,91875,1772.0,
"Batty, William",45.0,,45.0,,1773-10-02T00:00:00Z,,,,,8.0,,1772.0,,,,,352.0,287.0,,,,Great Britain,,,,,,,,,Great Britain,,,,,,,400.0,Delivered slaves for original owners,Not captured,Slaves disembarked in Americas,Voyage completed as intended,"James, William",,,10432.0,1772.0,,Ship,,,,Fly,,"LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992)., BT6/3,123v<><p><em>BNA</em> (Kew, London)</p>, Board of Trade, LList, 3 Dec 1773<><p><em>New Lloyd's List</em> (later, Lloyd's List), (London, England)</p>, BT98/34,105<><p><em>BNA</em> (Kew, London)</p>, Board of Trade",,,100.0,182.3,,,10432.0,1772-08-06T00:00:00Z,1773-11-26T00:00:00Z,91877,1772.0,
"Hayes, Edward<br/> Gardner, John",20.0,,33.0,,1774-09-03T00:00:00Z,,1774-07-28T00:00:00Z,,,6.0,,1774.0,531.0,,,,217.0,177.0,,,,Great Britain,,,,,,,,,Great Britain,,,,,,,260.0,Delivered slaves for original owners,Not captured,Slaves disembarked in Americas,Voyage completed as intended,"Butler, Christopher<br/> Ingram, Francis<br/> Kaye, John<br/> Chadwick, Richard",,,10432.0,1773.0,,Ship,,,,Kitty,,"LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992)., CO152/33,42<><p><em>BNA</em> (Kew)</p>, LList, 23 Aug 1774<><p><em>New Lloyd's List</em> (later, Lloyd's List), (London, England)</p>, LList, 6 Sept 1774<><p><em>New Lloyd's List</em> (later, Lloyd's List), (London, England)</p>, LList, 8 Nov 1774<><p><em>New Lloyd's List</em> (later, Lloyd's List), (London, England)</p>, BT6/3,124v<><p><em>BNA</em> (Kew, London)</p>, Board of Trade, BT98/34,352<><p><em>BNA</em> (Kew, London)</p>, Board of Trade",,,70.0,128.3,177.0,,10432.0,1773-02-12T00:00:00Z,1774-11-04T00:00:00Z,91907,1769.0,
"Ashcroft, Hugh",26.0,11.0,28.0,,1775-01-22T00:00:00Z,,1775-01-02T00:00:00Z,,,4.0,,1775.0,439.0,,,,125.0,107.0,,,,Great Britain,,,,,,,,,Great Britain,,,,,,,150.0,Delivered slaves for original owners,Not captured,Slaves disembarked in Americas,Voyage completed as intended,"Earle, William<br/> Holland, Nehemiah<br/> Watts, George Warren<br/> Finch, Michael<br/> Dennison, William<br/> Earle, Thomas<br/> Hodgson, Thomas",,,10432.0,1773.0,,Snauw,,,,Neptune,,"LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992)., BT6/3,125v<><p><em>BNA</em> (Kew, London)</p>, Board of Trade, BT98/35,133<><p><em>BNA</em> (Kew, London)</p>, Board of Trade, LList, 24 Mar 1775<><p><em>New Lloyd's List</em> (later, Lloyd's List), (London, England)</p>, T64/49<><p><em>British National Archives</em> (Kew, UK) Treasury</p>",,,90.0,164.3,107.0,,10409.0,1773-10-20T00:00:00Z,1775-03-17T00:00:00Z,91935,1769.0,
"Dawson, William",21.0,,34.0,,1775-07-09T00:00:00Z,,1775-01-01T00:00:00Z,,,6.0,,1775.0,,,,,352.0,287.0,,,,Great Britain,,,,,,,,,Great Britain,,,,,,,300.0,Delivered slaves for original owners,Not captured,Slaves disembarked in Americas,Voyage completed as intended,"Hodgson, John<br/> Hodgson, Thomas<br/> Sandys, Samuel",,,10432.0,1773.0,,Ship,,,,Myers,,"LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992)., BT98/35,249<><p><em>BNA</em> (Kew, London)</p>, Board of Trade, BT6/3,126<><p><em>BNA</em> (Kew, London)</p>, Board of Trade, LList, 18 July 1775<><p><em>New Lloyd's List</em> (later, Lloyd's List), (London, England)</p>",,,165.0,263.3,,,21104.0,1774-02-09T00:00:00Z,1775-08-18T00:00:00Z,91946,1767.0,
"Sime, John",21.0,22.0,34.0,,1775-08-31T00:00:00Z,,1775-01-01T00:00:00Z,,,10.0,,1775.0,,,,,352.0,287.0,,,,Great Britain,,,,,,,39.75,,Great Britain,,,,,,,350.0,Delivered slaves for original owners,Not captured,Slaves disembarked in Americas,Voyage completed as intended,"Kennedy, Robert<br/> Black, Patrick<br/> Clowes, John<br/> Harding, Wingfield",,,10432.0,1771.0,,Ship,,,,Lord Cassils,,"LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992)., LR1776<><i>Lloyd's Register of Shipping</i>, 1764, 1768, 1776, 1778-84, 1786-1787, 1789-1808 (all published in London)., BT98/35,273<><p><em>BNA</em> (Kew, London)</p>, Board of Trade, BT6/3,126<><p><em>BNA</em> (Kew, London)</p>, Board of Trade, LList, 9 May 1775<><p><em>New Lloyd's List</em> (later, Lloyd's List), (London, England)</p>, LList, 15 Aug 1775<><p><em>New Lloyd's List</em> (later, Lloyd's List), (London, England)</p>",,,80.0,146.3,,,10432.0,1774-03-04T00:00:00Z,1775-10-14T00:00:00Z,92543,1767.0,
"Dickenson, Nathan<br/> Onslow",24.0,,55.0,,,,,,,18.0,,1760.0,,,,,,,,,,Great Britain,,,,,,,,,Great Britain,,,,,,,500.0,Original goal thwarted (natural hazard),Natural hazard,Slaves disembarked in Africa or Europe,"Shipwrecked or destroyed, before slaves embarked","Onslow, Thomas<br/> Ingram, William<br/> Green, Robert<br/> Earle, William",,,10432.0,1759.0,,Ship,,,,Francis,,"LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992)., LList, 6 June 1760<><p><em>New Lloyd's List</em> (later, Lloyd's List), (London, England)</p>",,,180.0,281.3,,,10432.0,1760-02-07T00:00:00Z,,90843,1759.0,
"Williams, William",51.0,,,,,,,,,,,1761.0,,,,,520.0,,520.0,,,Great Britain,,,,,,,,,Great Britain,,,,,,,400.0,Original goal thwarted (natural hazard),Natural hazard,Slaves perished with ship,"Shipwrecked or destroyed, after embarkation of slaves or during slaving","Gregson, William<br/> Budge, John<br/> Holme, Peter",,,10432.0,1761.0,,Ship,,,,Pallas,,"LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992)., LList, 5 Jan 1762<><p><em>New Lloyd's List</em> (later, Lloyd's List), (London, England)</p>, LondonEveningPost,62.01.02.<>British Library, Burney Collection of Early English Newspapers, </i>London Evening Post</i>",,,170.0,269.3,,,10799.0,1761-02-17T00:00:00Z,,90912,,
"Sharp, Elijah",27.0,,27.0,,,,,,,,,1763.0,,,,,,,,,,Great Britain,,,,,,,,,Great Britain,,,,,,,200.0,Original goal thwarted (natural hazard),Natural hazard,Slaves disembarked in Africa or Europe,"Shipwrecked or destroyed, before slaves embarked","Weston, Thomas",,,10432.0,1762.0,,Snauw,,,,Neptune,,"LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992).",,,110.0,200.3,,,10432.0,1763-03-05T00:00:00Z,,90976,1762.0,
"Billinge, Henry",68.0,,45.0,,,,,,,2.0,,1772.0,,,,,490.0,400.0,,,,Great Britain,,,,,,,,,Great Britain,,,,,,,300.0,Delivered slaves for original owners,Not captured,Slaves disembarked in Americas,Voyage completed as intended,"James, William",,,10432.0,1767.0,,Ship,,,,James,,"LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992)., BT6/3,123v<><p><em>BNA</em> (Kew, London)</p>, Board of Trade, LList, 8 Apr 1774<><p><em>New Lloyd's List</em> (later, Lloyd's List), (London, England)</p>, BT98/34,192<><p><em>BNA</em> (Kew, London)</p>, Board of Trade",,,120.0,218.3,400.0,,10432.0,1772-07-23T00:00:00Z,1774-04-01T00:00:00Z,91347,1761.0,
"Fletcher, John<br/> Rimmer, James",22.0,,47.0,,,,1774-01-01T00:00:00Z,,,2.0,,1774.0,,,,,230.0,197.0,,,,Great Britain,,,,,,,,,Great Britain,,,,,,,300.0,Delivered slaves for original owners,Not captured,Slaves disembarked in Americas,Sold in the Americas after disembarking slaves,"James, William",,,10432.0,1768.0,,Snauw,,,,John,,"LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992)., BT6/3,124<><p><em>BNA</em> (Kew, London)</p>, Board of Trade, BT98/34,191<><p><em>BNA</em> (Kew, London)</p>, Board of Trade",,,80.0,146.3,,,20199.0,1772-10-01T00:00:00Z,,91454,1764.0,
"Rigmaiden, Thomas",27.0,,49.0,,1775-05-14T00:00:00Z,,1775-01-01T00:00:00Z,,,4.0,,1775.0,,,,,304.0,260.0,,,,Great Britain,,,,,,,,,Great Britain,,,,,,,330.0,Delivered slaves for original owners,Not captured,Slaves disembarked in Americas,Voyage completed as intended,"James, William",,,10432.0,1768.0,,Snauw,,,,Sally,,"LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992)., BT6/3,125v<><p><em>BNA</em> (Kew, London)</p>, Board of Trade, BT98/35,313<><p><em>BNA</em> (Kew, London)</p>, Board of Trade, LList, 9 Nov 1773<><p><em>New Lloyd's List</em> (later, Lloyd's List), (London, England)</p>, LList, 6 June 1775<><p><em>New Lloyd's List</em> (later, Lloyd's List), (London, England)</p>, LList, 7 July 1775<><p><em>New Lloyd's List</em> (later, Lloyd's List), (London, England)</p>",,,100.0,182.3,260.0,,10432.0,1773-08-30T00:00:00Z,1775-06-30T00:00:00Z,91468,1768.0,
"Chapman, William",36.0,23.0,63.0,,1774-06-11T00:00:00Z,,1774-01-01T00:00:00Z,,,10.0,,1774.0,,,,,352.0,287.0,,,,Great Britain,,,,,,,,,Great Britain,,,,,,,500.0,Delivered slaves for original owners,Not captured,Slaves disembarked in Americas,Voyage completed as intended,"James, William",,,10432.0,1769.0,,Ship,,,,Benin,,"LST,1744-1786<>Richardson, David, Katherine Beedham, and M. M. Schofield, <i>Liverpool </i><i> Shipping and Trade, 1744-1786</i> (ESRC Archives, University of Essex, 1992)., BT98/34,340<><p><em>BNA</em> (Kew, London)</p>, Board of Trade, BT6/3,124v<><p><em>BNA</em> (Kew, London)</p>, Board of Trade, LList, 19 Apr 1774<><p><em>New Lloyd's List</em> (later, Lloyd's List), (London, England)</p>",,,120.0,218.3,,,10432.0,1773-02-12T00:00:00Z,1774-08-03T00:00:00Z,91506,1769.0,
